"","...1","TEAM_NAME","TEAM_ID","GAME_ID","GAME_DATE","MATCHUP","game_number","version","OPP_NAME","matchup_start","round","matchup_full","TEAM_COLOR","OPP_COLOR","season"
"101",101,"Miami Heat",1610612748,"0042200201",2023-04-30,"MIA vs. NYK","Game 1","Thu Apr 24 23:18:43","New York Knicks",2023-04-30,2,"Round 2: MIA vs. NYK, Game 1","#98002E","#006BB6","2022-23"
"102",102,"Miami Heat",1610612748,"0042200202",2023-05-02,"MIA vs. NYK","Game 2","Thu Apr 24 23:18:43","New York Knicks",2023-04-30,2,"Round 2: MIA vs. NYK, Game 2","#98002E","#006BB6","2022-23"
"103",103,"Miami Heat",1610612748,"0042200203",2023-05-06,"MIA vs. NYK","Game 3","Thu Apr 24 23:18:43","New York Knicks",2023-04-30,2,"Round 2: MIA vs. NYK, Game 3","#98002E","#006BB6","2022-23"
"104",104,"Miami Heat",1610612748,"0042200204",2023-05-08,"MIA vs. NYK","Game 4","Thu Apr 24 23:18:43","New York Knicks",2023-04-30,2,"Round 2: MIA vs. NYK, Game 4","#98002E","#006BB6","2022-23"
"105",105,"Miami Heat",1610612748,"0042200205",2023-05-10,"MIA vs. NYK","Game 5","Thu Apr 24 23:18:43","New York Knicks",2023-04-30,2,"Round 2: MIA vs. NYK, Game 5","#98002E","#006BB6","2022-23"
"106",106,"Miami Heat",1610612748,"0042200206",2023-05-12,"MIA vs. NYK","Game 6","Thu Apr 24 23:18:43","New York Knicks",2023-04-30,2,"Round 2: MIA vs. NYK, Game 6","#98002E","#006BB6","2022-23"
"107",107,"Miami Heat",1610612748,"0042200301",2023-05-17,"MIA vs. BOS","Game 1","Thu Apr 24 23:18:43","Boston Celtics",2023-05-17,3,"Round 3: MIA vs. BOS, Game 1","#98002E","#007A33","2022-23"
"108",108,"Miami Heat",1610612748,"0042200302",2023-05-19,"MIA vs. BOS","Game 2","Thu Apr 24 23:18:43","Boston Celtics",2023-05-17,3,"Round 3: MIA vs. BOS, Game 2","#98002E","#007A33","2022-23"
"109",109,"Miami Heat",1610612748,"0042200303",2023-05-21,"MIA vs. BOS","Game 3","Thu Apr 24 23:18:43","Boston Celtics",2023-05-17,3,"Round 3: MIA vs. BOS, Game 3","#98002E","#007A33","2022-23"
"110",110,"Miami Heat",1610612748,"0042200304",2023-05-23,"MIA vs. BOS","Game 4","Thu Apr 24 23:18:43","Boston Celtics",2023-05-17,3,"Round 3: MIA vs. BOS, Game 4","#98002E","#007A33","2022-23"
"111",111,"Miami Heat",1610612748,"0042200305",2023-05-25,"MIA vs. BOS","Game 5","Thu Apr 24 23:18:43","Boston Celtics",2023-05-17,3,"Round 3: MIA vs. BOS, Game 5","#98002E","#007A33","2022-23"
"112",112,"Miami Heat",1610612748,"0042200306",2023-05-27,"MIA vs. BOS","Game 6","Thu Apr 24 23:18:43","Boston Celtics",2023-05-17,3,"Round 3: MIA vs. BOS, Game 6","#98002E","#007A33","2022-23"
"113",113,"Miami Heat",1610612748,"0042200307",2023-05-29,"MIA vs. BOS","Game 7","Thu Apr 24 23:18:43","Boston Celtics",2023-05-17,3,"Round 3: MIA vs. BOS, Game 7","#98002E","#007A33","2022-23"
"114",114,"Miami Heat",1610612748,"0042200401",2023-06-01,"MIA vs. DEN","Game 1","Thu Apr 24 23:18:43","Denver Nuggets",2023-06-01,4,"Round 4: MIA vs. DEN, Game 1","#98002E","#0E2240","2022-23"
"115",115,"Miami Heat",1610612748,"0042200402",2023-06-04,"MIA vs. DEN","Game 2","Thu Apr 24 23:18:43","Denver Nuggets",2023-06-01,4,"Round 4: MIA vs. DEN, Game 2","#98002E","#0E2240","2022-23"
"116",116,"Miami Heat",1610612748,"0042200403",2023-06-07,"MIA vs. DEN","Game 3","Thu Apr 24 23:18:43","Denver Nuggets",2023-06-01,4,"Round 4: MIA vs. DEN, Game 3","#98002E","#0E2240","2022-23"
"117",117,"Miami Heat",1610612748,"0042200404",2023-06-09,"MIA vs. DEN","Game 4","Thu Apr 24 23:18:43","Denver Nuggets",2023-06-01,4,"Round 4: MIA vs. DEN, Game 4","#98002E","#0E2240","2022-23"
"118",118,"Miami Heat",1610612748,"0042200405",2023-06-12,"MIA vs. DEN","Game 5","Thu Apr 24 23:18:43","Denver Nuggets",2023-06-01,4,"Round 4: MIA vs. DEN, Game 5","#98002E","#0E2240","2022-23"
"119",119,"Milwaukee Bucks",1610612749,"0042200101",2023-04-16,"MIL vs. MIA","Game 1","Thu Apr 24 23:18:43","Miami Heat",2023-04-16,1,"Round 1: MIL vs. MIA, Game 1","#00471B","#98002E","2022-23"
"120",120,"Milwaukee Bucks",1610612749,"0042200102",2023-04-19,"MIL vs. MIA","Game 2","Thu Apr 24 23:18:43","Miami Heat",2023-04-16,1,"Round 1: MIL vs. MIA, Game 2","#00471B","#98002E","2022-23"
"121",121,"Milwaukee Bucks",1610612749,"0042200103",2023-04-22,"MIL vs. MIA","Game 3","Thu Apr 24 23:18:43","Miami Heat",2023-04-16,1,"Round 1: MIL vs. MIA, Game 3","#00471B","#98002E","2022-23"
"122",122,"Milwaukee Bucks",1610612749,"0042200104",2023-04-24,"MIL vs. MIA","Game 4","Thu Apr 24 23:18:43","Miami Heat",2023-04-16,1,"Round 1: MIL vs. MIA, Game 4","#00471B","#98002E","2022-23"
"123",123,"Milwaukee Bucks",1610612749,"0042200105",2023-04-26,"MIL vs. MIA","Game 5","Thu Apr 24 23:18:43","Miami Heat",2023-04-16,1,"Round 1: MIL vs. MIA, Game 5","#00471B","#98002E","2022-23"
"124",124,"Minnesota Timberwolves",1610612750,"0042200141",2023-04-16,"MIN vs. DEN","Game 1","Thu Apr 24 23:18:43","Denver Nuggets",2023-04-16,1,"Round 1: MIN vs. DEN, Game 1","#236192","#0E2240","2022-23"
"125",125,"Minnesota Timberwolves",1610612750,"0042200142",2023-04-19,"MIN vs. DEN","Game 2","Thu Apr 24 23:18:43","Denver Nuggets",2023-04-16,1,"Round 1: MIN vs. DEN, Game 2","#236192","#0E2240","2022-23"
"126",126,"Minnesota Timberwolves",1610612750,"0042200143",2023-04-21,"MIN vs. DEN","Game 3","Thu Apr 24 23:18:43","Denver Nuggets",2023-04-16,1,"Round 1: MIN vs. DEN, Game 3","#236192","#0E2240","2022-23"
"127",127,"Minnesota Timberwolves",1610612750,"0042200144",2023-04-23,"MIN vs. DEN","Game 4","Thu Apr 24 23:18:43","Denver Nuggets",2023-04-16,1,"Round 1: MIN vs. DEN, Game 4","#236192","#0E2240","2022-23"
"128",128,"Minnesota Timberwolves",1610612750,"0042200145",2023-04-25,"MIN vs. DEN","Game 5","Thu Apr 24 23:18:43","Denver Nuggets",2023-04-16,1,"Round 1: MIN vs. DEN, Game 5","#236192","#0E2240","2022-23"
"129",129,"New York Knicks",1610612752,"0042200131",2023-04-15,"NYK vs. CLE","Game 1","Thu Apr 24 23:18:43","Cleveland Cavaliers",2023-04-15,1,"Round 1: NYK vs. CLE, Game 1","#006BB6","#860038","2022-23"
"130",130,"New York Knicks",1610612752,"0042200132",2023-04-18,"NYK vs. CLE","Game 2","Thu Apr 24 23:18:43","Cleveland Cavaliers",2023-04-15,1,"Round 1: NYK vs. CLE, Game 2","#006BB6","#860038","2022-23"
"131",131,"New York Knicks",1610612752,"0042200133",2023-04-21,"NYK vs. CLE","Game 3","Thu Apr 24 23:18:43","Cleveland Cavaliers",2023-04-15,1,"Round 1: NYK vs. CLE, Game 3","#006BB6","#860038","2022-23"
"132",132,"New York Knicks",1610612752,"0042200134",2023-04-23,"NYK vs. CLE","Game 4","Thu Apr 24 23:18:43","Cleveland Cavaliers",2023-04-15,1,"Round 1: NYK vs. CLE, Game 4","#006BB6","#860038","2022-23"
"133",133,"New York Knicks",1610612752,"0042200135",2023-04-26,"NYK vs. CLE","Game 5","Thu Apr 24 23:18:43","Cleveland Cavaliers",2023-04-15,1,"Round 1: NYK vs. CLE, Game 5","#006BB6","#860038","2022-23"
"134",134,"New York Knicks",1610612752,"0042200201",2023-04-30,"NYK vs. MIA","Game 1","Thu Apr 24 23:18:43","Miami Heat",2023-04-30,2,"Round 2: NYK vs. MIA, Game 1","#006BB6","#98002E","2022-23"
"135",135,"New York Knicks",1610612752,"0042200202",2023-05-02,"NYK vs. MIA","Game 2","Thu Apr 24 23:18:43","Miami Heat",2023-04-30,2,"Round 2: NYK vs. MIA, Game 2","#006BB6","#98002E","2022-23"
"136",136,"New York Knicks",1610612752,"0042200203",2023-05-06,"NYK vs. MIA","Game 3","Thu Apr 24 23:18:43","Miami Heat",2023-04-30,2,"Round 2: NYK vs. MIA, Game 3","#006BB6","#98002E","2022-23"
"137",137,"New York Knicks",1610612752,"0042200204",2023-05-08,"NYK vs. MIA","Game 4","Thu Apr 24 23:18:43","Miami Heat",2023-04-30,2,"Round 2: NYK vs. MIA, Game 4","#006BB6","#98002E","2022-23"
"138",138,"New York Knicks",1610612752,"0042200205",2023-05-10,"NYK vs. MIA","Game 5","Thu Apr 24 23:18:43","Miami Heat",2023-04-30,2,"Round 2: NYK vs. MIA, Game 5","#006BB6","#98002E","2022-23"
"139",139,"New York Knicks",1610612752,"0042200206",2023-05-12,"NYK vs. MIA","Game 6","Thu Apr 24 23:18:43","Miami Heat",2023-04-30,2,"Round 2: NYK vs. MIA, Game 6","#006BB6","#98002E","2022-23"
"140",140,"Philadelphia 76ers",1610612755,"0042200121",2023-04-15,"PHI vs. BKN","Game 1","Thu Apr 24 23:18:43","Brooklyn Nets",2023-04-15,1,"Round 1: PHI vs. BKN, Game 1","#006BB6","#000000","2022-23"
"141",141,"Philadelphia 76ers",1610612755,"0042200122",2023-04-17,"PHI vs. BKN","Game 2","Thu Apr 24 23:18:43","Brooklyn Nets",2023-04-15,1,"Round 1: PHI vs. BKN, Game 2","#006BB6","#000000","2022-23"
"142",142,"Philadelphia 76ers",1610612755,"0042200123",2023-04-20,"PHI vs. BKN","Game 3","Thu Apr 24 23:18:43","Brooklyn Nets",2023-04-15,1,"Round 1: PHI vs. BKN, Game 3","#006BB6","#000000","2022-23"
"143",143,"Philadelphia 76ers",1610612755,"0042200124",2023-04-22,"PHI vs. BKN","Game 4","Thu Apr 24 23:18:43","Brooklyn Nets",2023-04-15,1,"Round 1: PHI vs. BKN, Game 4","#006BB6","#000000","2022-23"
"144",144,"Philadelphia 76ers",1610612755,"0042200211",2023-05-01,"PHI vs. BOS","Game 1","Thu Apr 24 23:18:43","Boston Celtics",2023-05-01,2,"Round 2: PHI vs. BOS, Game 1","#006BB6","#007A33","2022-23"
"145",145,"Philadelphia 76ers",1610612755,"0042200212",2023-05-03,"PHI vs. BOS","Game 2","Thu Apr 24 23:18:43","Boston Celtics",2023-05-01,2,"Round 2: PHI vs. BOS, Game 2","#006BB6","#007A33","2022-23"
"146",146,"Philadelphia 76ers",1610612755,"0042200213",2023-05-05,"PHI vs. BOS","Game 3","Thu Apr 24 23:18:43","Boston Celtics",2023-05-01,2,"Round 2: PHI vs. BOS, Game 3","#006BB6","#007A33","2022-23"
"147",147,"Philadelphia 76ers",1610612755,"0042200214",2023-05-07,"PHI vs. BOS","Game 4","Thu Apr 24 23:18:43","Boston Celtics",2023-05-01,2,"Round 2: PHI vs. BOS, Game 4","#006BB6","#007A33","2022-23"
"148",148,"Philadelphia 76ers",1610612755,"0042200215",2023-05-09,"PHI vs. BOS","Game 5","Thu Apr 24 23:18:43","Boston Celtics",2023-05-01,2,"Round 2: PHI vs. BOS, Game 5","#006BB6","#007A33","2022-23"
"149",149,"Philadelphia 76ers",1610612755,"0042200216",2023-05-11,"PHI vs. BOS","Game 6","Thu Apr 24 23:18:43","Boston Celtics",2023-05-01,2,"Round 2: PHI vs. BOS, Game 6","#006BB6","#007A33","2022-23"
"150",150,"Philadelphia 76ers",1610612755,"0042200217",2023-05-14,"PHI vs. BOS","Game 7","Thu Apr 24 23:18:43","Boston Celtics",2023-05-01,2,"Round 2: PHI vs. BOS, Game 7","#006BB6","#007A33","2022-23"
"151",151,"Phoenix Suns",1610612756,"0042200171",2023-04-16,"PHX vs. LAC","Game 1","Thu Apr 24 23:18:43","LA Clippers",2023-04-16,1,"Round 1: PHX vs. LAC, Game 1","#1D1160","#5D76A9","2022-23"
"152",152,"Phoenix Suns",1610612756,"0042200172",2023-04-18,"PHX vs. LAC","Game 2","Thu Apr 24 23:18:43","LA Clippers",2023-04-16,1,"Round 1: PHX vs. LAC, Game 2","#1D1160","#5D76A9","2022-23"
"153",153,"Phoenix Suns",1610612756,"0042200173",2023-04-20,"PHX vs. LAC","Game 3","Thu Apr 24 23:18:43","LA Clippers",2023-04-16,1,"Round 1: PHX vs. LAC, Game 3","#1D1160","#5D76A9","2022-23"
"154",154,"Phoenix Suns",1610612756,"0042200174",2023-04-22,"PHX vs. LAC","Game 4","Thu Apr 24 23:18:43","LA Clippers",2023-04-16,1,"Round 1: PHX vs. LAC, Game 4","#1D1160","#5D76A9","2022-23"
"155",155,"Phoenix Suns",1610612756,"0042200175",2023-04-25,"PHX vs. LAC","Game 5","Thu Apr 24 23:18:43","LA Clippers",2023-04-16,1,"Round 1: PHX vs. LAC, Game 5","#1D1160","#5D76A9","2022-23"
"156",156,"Phoenix Suns",1610612756,"0042200221",2023-04-29,"PHX vs. DEN","Game 1","Thu Apr 24 23:18:43","Denver Nuggets",2023-04-29,2,"Round 2: PHX vs. DEN, Game 1","#1D1160","#0E2240","2022-23"
"157",157,"Phoenix Suns",1610612756,"0042200222",2023-05-01,"PHX vs. DEN","Game 2","Thu Apr 24 23:18:43","Denver Nuggets",2023-04-29,2,"Round 2: PHX vs. DEN, Game 2","#1D1160","#0E2240","2022-23"
"158",158,"Phoenix Suns",1610612756,"0042200223",2023-05-05,"PHX vs. DEN","Game 3","Thu Apr 24 23:18:43","Denver Nuggets",2023-04-29,2,"Round 2: PHX vs. DEN, Game 3","#1D1160","#0E2240","2022-23"
"159",159,"Phoenix Suns",1610612756,"0042200224",2023-05-07,"PHX vs. DEN","Game 4","Thu Apr 24 23:18:43","Denver Nuggets",2023-04-29,2,"Round 2: PHX vs. DEN, Game 4","#1D1160","#0E2240","2022-23"
"160",160,"Phoenix Suns",1610612756,"0042200225",2023-05-09,"PHX vs. DEN","Game 5","Thu Apr 24 23:18:43","Denver Nuggets",2023-04-29,2,"Round 2: PHX vs. DEN, Game 5","#1D1160","#0E2240","2022-23"
"161",161,"Phoenix Suns",1610612756,"0042200226",2023-05-11,"PHX vs. DEN","Game 6","Thu Apr 24 23:18:43","Denver Nuggets",2023-04-29,2,"Round 2: PHX vs. DEN, Game 6","#1D1160","#0E2240","2022-23"
"162",162,"Sacramento Kings",1610612758,"0042200161",2023-04-15,"SAC vs. GSW","Game 1","Thu Apr 24 23:18:43","Golden State Warriors",2023-04-15,1,"Round 1: SAC vs. GSW, Game 1","#5A2D81","#1D428A","2022-23"
"163",163,"Sacramento Kings",1610612758,"0042200162",2023-04-17,"SAC vs. GSW","Game 2","Thu Apr 24 23:18:43","Golden State Warriors",2023-04-15,1,"Round 1: SAC vs. GSW, Game 2","#5A2D81","#1D428A","2022-23"
"164",164,"Sacramento Kings",1610612758,"0042200163",2023-04-20,"SAC vs. GSW","Game 3","Thu Apr 24 23:18:43","Golden State Warriors",2023-04-15,1,"Round 1: SAC vs. GSW, Game 3","#5A2D81","#1D428A","2022-23"
"165",165,"Sacramento Kings",1610612758,"0042200164",2023-04-23,"SAC vs. GSW","Game 4","Thu Apr 24 23:18:43","Golden State Warriors",2023-04-15,1,"Round 1: SAC vs. GSW, Game 4","#5A2D81","#1D428A","2022-23"
"166",166,"Sacramento Kings",1610612758,"0042200165",2023-04-26,"SAC vs. GSW","Game 5","Thu Apr 24 23:18:43","Golden State Warriors",2023-04-15,1,"Round 1: SAC vs. GSW, Game 5","#5A2D81","#1D428A","2022-23"
"167",167,"Sacramento Kings",1610612758,"0042200166",2023-04-28,"SAC vs. GSW","Game 6","Thu Apr 24 23:18:43","Golden State Warriors",2023-04-15,1,"Round 1: SAC vs. GSW, Game 6","#5A2D81","#1D428A","2022-23"
"168",168,"Sacramento Kings",1610612758,"0042200167",2023-04-30,"SAC vs. GSW","Game 7","Thu Apr 24 23:18:43","Golden State Warriors",2023-04-15,1,"Round 1: SAC vs. GSW, Game 7","#5A2D81","#1D428A","2022-23"
"169",1,"Boston Celtics",1610612738,"0042300101",2024-04-21,"BOS vs. MIA","Game 1","Thu Apr 24 23:24:32","Miami Heat",2024-04-21,1,"Round 1: BOS vs. MIA, Game 1","#007A33","#98002E","2023-24"
"170",2,"Boston Celtics",1610612738,"0042300102",2024-04-24,"BOS vs. MIA","Game 2","Thu Apr 24 23:24:32","Miami Heat",2024-04-21,1,"Round 1: BOS vs. MIA, Game 2","#007A33","#98002E","2023-24"
"171",3,"Boston Celtics",1610612738,"0042300103",2024-04-27,"BOS vs. MIA","Game 3","Thu Apr 24 23:24:32","Miami Heat",2024-04-21,1,"Round 1: BOS vs. MIA, Game 3","#007A33","#98002E","2023-24"
"172",4,"Boston Celtics",1610612738,"0042300104",2024-04-29,"BOS vs. MIA","Game 4","Thu Apr 24 23:24:32","Miami Heat",2024-04-21,1,"Round 1: BOS vs. MIA, Game 4","#007A33","#98002E","2023-24"
"173",5,"Boston Celtics",1610612738,"0042300105",2024-05-01,"BOS vs. MIA","Game 5","Thu Apr 24 23:24:32","Miami Heat",2024-04-21,1,"Round 1: BOS vs. MIA, Game 5","#007A33","#98002E","2023-24"
"174",6,"Boston Celtics",1610612738,"0042300201",2024-05-07,"BOS vs. CLE","Game 1","Thu Apr 24 23:24:32","Cleveland Cavaliers",2024-05-07,2,"Round 2: BOS vs. CLE, Game 1","#007A33","#860038","2023-24"
"175",7,"Boston Celtics",1610612738,"0042300202",2024-05-09,"BOS vs. CLE","Game 2","Thu Apr 24 23:24:32","Cleveland Cavaliers",2024-05-07,2,"Round 2: BOS vs. CLE, Game 2","#007A33","#860038","2023-24"
"176",8,"Boston Celtics",1610612738,"0042300203",2024-05-11,"BOS vs. CLE","Game 3","Thu Apr 24 23:24:32","Cleveland Cavaliers",2024-05-07,2,"Round 2: BOS vs. CLE, Game 3","#007A33","#860038","2023-24"
"177",9,"Boston Celtics",1610612738,"0042300204",2024-05-13,"BOS vs. CLE","Game 4","Thu Apr 24 23:24:32","Cleveland Cavaliers",2024-05-07,2,"Round 2: BOS vs. CLE, Game 4","#007A33","#860038","2023-24"
"178",10,"Boston Celtics",1610612738,"0042300205",2024-05-15,"BOS vs. CLE","Game 5","Thu Apr 24 23:24:32","Cleveland Cavaliers",2024-05-07,2,"Round 2: BOS vs. CLE, Game 5","#007A33","#860038","2023-24"
"179",11,"Boston Celtics",1610612738,"0042300301",2024-05-21,"BOS vs. IND","Game 1","Thu Apr 24 23:24:32","Indiana Pacers",2024-05-21,3,"Round 3: BOS vs. IND, Game 1","#007A33","#002D62","2023-24"
"180",12,"Boston Celtics",1610612738,"0042300302",2024-05-23,"BOS vs. IND","Game 2","Thu Apr 24 23:24:32","Indiana Pacers",2024-05-21,3,"Round 3: BOS vs. IND, Game 2","#007A33","#002D62","2023-24"
"181",13,"Boston Celtics",1610612738,"0042300303",2024-05-25,"BOS vs. IND","Game 3","Thu Apr 24 23:24:32","Indiana Pacers",2024-05-21,3,"Round 3: BOS vs. IND, Game 3","#007A33","#002D62","2023-24"
"182",14,"Boston Celtics",1610612738,"0042300304",2024-05-27,"BOS vs. IND","Game 4","Thu Apr 24 23:24:32","Indiana Pacers",2024-05-21,3,"Round 3: BOS vs. IND, Game 4","#007A33","#002D62","2023-24"
"183",15,"Boston Celtics",1610612738,"0042300401",2024-06-06,"BOS vs. DAL","Game 1","Thu Apr 24 23:24:32","Dallas Mavericks",2024-06-06,4,"Round 4: BOS vs. DAL, Game 1","#007A33","#00538C","2023-24"
"184",16,"Boston Celtics",1610612738,"0042300402",2024-06-09,"BOS vs. DAL","Game 2","Thu Apr 24 23:24:32","Dallas Mavericks",2024-06-06,4,"Round 4: BOS vs. DAL, Game 2","#007A33","#00538C","2023-24"
"185",17,"Boston Celtics",1610612738,"0042300403",2024-06-12,"BOS vs. DAL","Game 3","Thu Apr 24 23:24:32","Dallas Mavericks",2024-06-06,4,"Round 4: BOS vs. DAL, Game 3","#007A33","#00538C","2023-24"
"186",18,"Boston Celtics",1610612738,"0042300404",2024-06-14,"BOS vs. DAL","Game 4","Thu Apr 24 23:24:32","Dallas Mavericks",2024-06-06,4,"Round 4: BOS vs. DAL, Game 4","#007A33","#00538C","2023-24"
"187",19,"Boston Celtics",1610612738,"0042300405",2024-06-17,"BOS vs. DAL","Game 5","Thu Apr 24 23:24:32","Dallas Mavericks",2024-06-06,4,"Round 4: BOS vs. DAL, Game 5","#007A33","#00538C","2023-24"
"188",20,"Cleveland Cavaliers",1610612739,"0042300131",2024-04-20,"CLE vs. ORL","Game 1","Thu Apr 24 23:24:32","Orlando Magic",2024-04-20,1,"Round 1: CLE vs. ORL, Game 1","#860038","#0077C0","2023-24"
"189",21,"Cleveland Cavaliers",1610612739,"0042300132",2024-04-22,"CLE vs. ORL","Game 2","Thu Apr 24 23:24:32","Orlando Magic",2024-04-20,1,"Round 1: CLE vs. ORL, Game 2","#860038","#0077C0","2023-24"
"190",22,"Cleveland Cavaliers",1610612739,"0042300133",2024-04-25,"CLE vs. ORL","Game 3","Thu Apr 24 23:24:32","Orlando Magic",2024-04-20,1,"Round 1: CLE vs. ORL, Game 3","#860038","#0077C0","2023-24"
"191",23,"Cleveland Cavaliers",1610612739,"0042300134",2024-04-27,"CLE vs. ORL","Game 4","Thu Apr 24 23:24:32","Orlando Magic",2024-04-20,1,"Round 1: CLE vs. ORL, Game 4","#860038","#0077C0","2023-24"
"192",24,"Cleveland Cavaliers",1610612739,"0042300135",2024-04-30,"CLE vs. ORL","Game 5","Thu Apr 24 23:24:32","Orlando Magic",2024-04-20,1,"Round 1: CLE vs. ORL, Game 5","#860038","#0077C0","2023-24"
"193",25,"Cleveland Cavaliers",1610612739,"0042300136",2024-05-03,"CLE vs. ORL","Game 6","Thu Apr 24 23:24:32","Orlando Magic",2024-04-20,1,"Round 1: CLE vs. ORL, Game 6","#860038","#0077C0","2023-24"
"194",26,"Cleveland Cavaliers",1610612739,"0042300137",2024-05-05,"CLE vs. ORL","Game 7","Thu Apr 24 23:24:32","Orlando Magic",2024-04-20,1,"Round 1: CLE vs. ORL, Game 7","#860038","#0077C0","2023-24"
"195",27,"Cleveland Cavaliers",1610612739,"0042300201",2024-05-07,"CLE vs. BOS","Game 1","Thu Apr 24 23:24:32","Boston Celtics",2024-05-07,2,"Round 2: CLE vs. BOS, Game 1","#860038","#007A33","2023-24"
"196",28,"Cleveland Cavaliers",1610612739,"0042300202",2024-05-09,"CLE vs. BOS","Game 2","Thu Apr 24 23:24:32","Boston Celtics",2024-05-07,2,"Round 2: CLE vs. BOS, Game 2","#860038","#007A33","2023-24"
"197",29,"Cleveland Cavaliers",1610612739,"0042300203",2024-05-11,"CLE vs. BOS","Game 3","Thu Apr 24 23:24:32","Boston Celtics",2024-05-07,2,"Round 2: CLE vs. BOS, Game 3","#860038","#007A33","2023-24"
"198",30,"Cleveland Cavaliers",1610612739,"0042300204",2024-05-13,"CLE vs. BOS","Game 4","Thu Apr 24 23:24:32","Boston Celtics",2024-05-07,2,"Round 2: CLE vs. BOS, Game 4","#860038","#007A33","2023-24"
"199",31,"Cleveland Cavaliers",1610612739,"0042300205",2024-05-15,"CLE vs. BOS","Game 5","Thu Apr 24 23:24:32","Boston Celtics",2024-05-07,2,"Round 2: CLE vs. BOS, Game 5","#860038","#007A33","2023-24"
"200",32,"Dallas Mavericks",1610612742,"0042300171",2024-04-21,"DAL vs. LAC","Game 1","Thu Apr 24 23:24:32","LA Clippers",2024-04-21,1,"Round 1: DAL vs. LAC, Game 1","#00538C","#5D76A9","2023-24"
"201",33,"Dallas Mavericks",1610612742,"0042300172",2024-04-23,"DAL vs. LAC","Game 2","Thu Apr 24 23:24:32","LA Clippers",2024-04-21,1,"Round 1: DAL vs. LAC, Game 2","#00538C","#5D76A9","2023-24"
"202",34,"Dallas Mavericks",1610612742,"0042300173",2024-04-26,"DAL vs. LAC","Game 3","Thu Apr 24 23:24:32","LA Clippers",2024-04-21,1,"Round 1: DAL vs. LAC, Game 3","#00538C","#5D76A9","2023-24"
